Tweets,len,ID,Date,Source,Likes,RTs,SA
"@ZinyoniGodknows Hi Godknows, tinehurombo nekunonoka kupindura. Munokwanisa kutarisa DM yenyu. ^EVM",99,1.13E+18,7/5/2019 06:50,Twitter Web Client,0,0,0
@TavengwaLast @Tendy263 Sorry for responding late Colonel. May you check your DM. ^EVM,86,1.13E+18,7/5/2019 06:48,Twitter Web Client,0,0,-1
"@fuechitare Hey @fuechitare, thank you for contacting us. Kindly DM your mobile number and nature of the challenge… https://t.co/yMgSVRLkPc",139,1.13E+18,7/5/2019 06:38,Twitter Web Client,0,0,1
"@Beniehitty Hi @Beniehitty, we apologise for the experience. Please note that the challenges that are being faced o… https://t.co/nKO2ugfe5F",140,1.13E+18,7/5/2019 06:37,Twitter Web Client,1,0,0
@jayaguru_ZW We appreciate and value your feedback @jayaguru_ZW! Thank you for your support. ^WS,96,1.13E+18,7/5/2019 06:31,Twitter Web Client,1,0,0
@vee_wacho Hi @vee_wacho! The YoMix App is temporarily offline for an upgrade. We will advise once service has been… https://t.co/5NURV7bOwD,140,1.13E+18,7/5/2019 06:30,Twitter Web Client,2,0,0
"@deegovere Hey there, did you try the view token option? ^EVM",61,1.13E+18,7/5/2019 06:30,Twitter Web Client,0,0,0
@Custom_Teees Noted Aldrin. Kindly check your DM for our response. ^EVM,71,1.13E+18,7/5/2019 06:25,Twitter Web Client,0,0,1
@JessieBlueJnr Hey @JessieBlueJnr! Kindly provide your details via DM so that we may assist. ^WS,96,1.13E+18,7/5/2019 06:20,Twitter Web Client,0,0,1
@SChiruka1 @SoSoCoolBez @econetzimbabwe @EcoCashZW Thank you Simon for contacting us. ^WS,89,1.13E+18,7/5/2019 06:19,Twitter Web Client,0,0,0
"@bryain_elijah Hey @bryain_elijah, check your DM for a recent chat! ^WS",71,1.13E+18,7/5/2019 06:18,Twitter Web Client,0,0,0
"@vuyiee_96 Hey there, may we know the challenge that you are facing. ^EVM",73,1.13E+18,7/5/2019 06:06,Twitter Web Client,0,0,0
"@TanakaMunengami Hi there, tinokumbirawo mutitumire DM ine number dzenyu, amount ne transaction date. ^EVM",106,1.13E+18,7/5/2019 06:05,Twitter Web Client,0,0,0
"@JessieBlueJnr Hey @JessieBlueJnr, share with us via DM your mobile number, date and amount so that we may assist. ^WS",118,1.13E+18,7/5/2019 05:54,Twitter Web Client,0,0,0
"@nigelkata Hey Nigel, tapindura DM yenyu. Sorry for the late response. ^EVM",75,1.13E+18,7/5/2019 05:53,Twitter Web Client,0,0,-1
"@titiacious Makadini Tsitsi, tinotenda zvikuru nekuti bata kwamaita. Muve nezuva rakanakisa. ^WS",96,1.13E+18,7/5/2019 05:52,Twitter Web Client,1,0,0
"@kanejamu123 Hey there, please note that the Whatsapp bundles do not work when you are on International Roaming. ^EVM",117,1.13E+18,7/5/2019 05:37,Twitter Web Client,0,0,0
@tashinga1 👍,12,1.13E+18,7/5/2019 05:32,Twitter Web Client,0,0,0
"@_Dingz @econetzimbabwe Hey there, may we know if you are still facing this challenge. ^EVM",91,1.13E+18,7/5/2019 05:16,Twitter Web Client,0,0,0
"@MaNyundo04 Hey there, may you provide us with a number that we can call you on. ^EVM",85,1.13E+18,7/5/2019 05:15,Twitter Web Client,0,0,0
@gomaninkwende @DebraWakanaka @EcoCashZW may you kindly assist @gomaninkwende. ^EVM,83,1.13E+18,7/5/2019 05:15,Twitter Web Client,0,0,1
"@reason_zw Hello there, we are sorry you feel this way. How may we assist you? ^EVM",83,1.13E+18,7/5/2019 05:14,Twitter Web Client,0,0,-1
@lyn46244173 Hi @lyn46244173. Kindly check your DM for our response. ^TAM,73,1.13E+18,6/5/2019 20:57,Twitter Web Client,0,0,1
"@noberthy Hie Shattah, may you kindly DM us your mobile number, bundle value, and device name so we can check and assist. ^TAM",126,1.13E+18,6/5/2019 20:53,Twitter Web Client,0,0,1
"@AndrewBakuza Makadii Andrew, tinehurombo nedambudziko iroro, azvizi zvatinotarisira kuti zviitike, vanamazvikokota… https://t.co/oTxgapVkh8",140,1.13E+18,6/5/2019 20:51,Twitter Web Client,0,0,0
"@Tendaip03 Hie @Tendaip03, our sincere apologies for the unpleasant experience. Kindly note that our technical team… https://t.co/2YGvdgoQMx",140,1.13E+18,6/5/2019 20:48,Twitter Web Client,0,0,1
"@RueSync Hi Rue, we apologize for intermittent recharge failure on *143#, our technical team is working on resolving the issue. ^TAM",132,1.13E+18,6/5/2019 20:46,Twitter Web Client,0,0,-1
"@leevibes Hi, there @leevibes. Kindly call on Steward bank helpline (08088888) or engage @stewardbank here on twitt… https://t.co/2ggxJpJt6W",140,1.13E+18,6/5/2019 20:43,Twitter Web Client,0,0,1
"@MunyaSimango Hi Munya, kindly check your DM for our response. ^TAM",67,1.13E+18,6/5/2019 20:32,Twitter Web Client,0,0,1
@seanlgenius Kindly check your DM for the response.^TAM,55,1.13E+18,6/5/2019 20:24,Twitter Web Client,0,0,1
"@Custom_Teees Hey, we are sorry about the experience. Please, may you send us the following details so we can assis… https://t.co/Yp7oLNaihf",140,1.13E+18,6/5/2019 20:18,Twitter Web Client,0,0,-1
"@_idaimuss Hie  @_idaimuss, kindly refer to your DM for our response. ^SC",73,1.13E+18,6/5/2019 20:18,Twitter Web Client,0,0,1
@GeoffreyNjogu 😌,16,1.13E+18,6/5/2019 20:16,Twitter Web Client,0,0,0
@VongieFrooty DM checked Vongai. ^TAM,37,1.13E+18,6/5/2019 20:15,Twitter Web Client,1,0,0
@takunick You welcome @takunick. We value your feedback and we are committed to delivering the best service. ^TAM,113,1.13E+18,6/5/2019 20:07,Twitter Web Client,0,0,1
"@Natemeja Taswera hedu @Natemeja, tingakubatsirai sei nhasi? ^TAM",65,1.13E+18,6/5/2019 20:05,Twitter Web Client,0,0,0
"@AndyTheoBi Hi @AndyTheoBi, our apologies for the challenge, may you kindly DM us your mobile number, bundle value,… https://t.co/lgQpPztAy6",140,1.13E+18,6/5/2019 20:03,Twitter Web Client,0,0,1
"@elliot_kuda Replying to @elliot_kuda
May you kindly DM your mobile number, amount you wish to transfer, bank name… https://t.co/Hx4sOPBnDk",139,1.13E+18,6/5/2019 20:00,Twitter Web Client,0,0,1
"@tynoe_gee @EcoCashZW Hie TG, kindly check your DM for our response. ^SC",72,1.13E+18,6/5/2019 19:59,Twitter Web Client,0,0,1
"@lindie_maphosa Hi @lindie_maphosa, we have responded to your DM, kindly check. ^TAM",84,1.13E+18,6/5/2019 19:53,Twitter Web Client,0,0,1
"@takumandura Hie @takumandura, kindly check your DM for our response. ^SC",73,1.13E+18,6/5/2019 19:42,Twitter Web Client,0,0,1
"@KudaParadza Hi there Kudakwashe, kindly check your DM for our response. ^TAM",77,1.13E+18,6/5/2019 19:38,Twitter Web Client,0,0,1
@stimak32 Makadini Cde Android? Tinehurombo nedambudziko ramasangana naro. Tanga tichikumbirawo kuti mutarisewo mhi… https://t.co/Vc9Lt8HkBp,140,1.13E+18,6/5/2019 19:21,Twitter Web Client,0,0,0
"@jtembo Hi @jtembo, we sincerely apologize for the delay, please note, our technical team is working tirelessly to resolve the issue. ^TAM",138,1.13E+18,6/5/2019 19:15,Twitter Web Client,0,0,1
"@Ngoni_Mupari Thank you, Dearlove. We value your suggestions and ideas that improve our products and services. ^TAM",115,1.13E+18,6/5/2019 19:09,Twitter Web Client,1,0,0
@MnasheXrixxy Makadini @MnasheXrixxy? Tinokutendai nekutibata kwamaita. Tanga tichikumbirawo nhamba dzenyu dze nhar… https://t.co/NAtivNvcJ8,140,1.13E+18,6/5/2019 19:05,Twitter Web Client,2,0,0
@txax_DaChief Hi DaChief. Kindly check your DM for the response. ^TAM,69,1.13E+18,6/5/2019 19:04,Twitter Web Client,0,0,1
"@charmainemafik Hie Charmaine. Kindly note, we have re-engaged EcoCash team for assistance with the issue. We will… https://t.co/KW0WrfjAJ2",139,1.13E+18,6/5/2019 18:55,Twitter Web Client,0,0,1
"@MunyaSimango @econetzimbabwe @fayaz_king @EcoCashZW Hie @MunyaSimango, our sincere apologies for the unpleasant ex… https://t.co/cmVsRs3Raz",140,1.13E+18,6/5/2019 18:51,Twitter Web Client,0,0,-1
"@GeoffreyNjogu Hi Geoffrey, yes it is working. If you are facing challenges, kindly DM us the error messages you are getting. ^TAM",130,1.13E+18,6/5/2019 18:46,Twitter Web Client,0,0,1
"@Tafstan Hie Tafadzwa, kindly check your DM for our response. ^SC",65,1.13E+18,6/5/2019 18:44,Twitter Web Client,0,0,1
"@Tendy263 We sincerely apologize for the delay, please note, our technical team is working tirelessly to resolve the issue. ^TAM",128,1.13E+18,6/5/2019 18:42,Twitter Web Client,0,0,1
"@KadzereAbi Hie Abi, sorry we are not able to assist on this platform. Kindly visit your nearest Econet shop with y… https://t.co/ZrWFlnEAGr",140,1.13E+18,6/5/2019 18:31,Twitter Web Client,1,0,-1
"@MatopeNigell Welcome, Buddie. ^SC",34,1.13E+18,6/5/2019 18:29,Twitter Web Client,0,0,1
"@casanovatynashe Hie Tinashe, kindly DM your number and share your experience so that we may assist. We look forwar… https://t.co/I1iQHsB3tm",140,1.13E+18,6/5/2019 18:28,Twitter Web Client,0,0,1
"@Blessin24627920 Hie Blessing, our sincere apologies for the experience. Kindly DM your mobile number, date of the… https://t.co/QIrTTFqMjT",139,1.13E+18,6/5/2019 18:10,Twitter Web Client,0,0,1
"@Russ_Wacho Hie @Russ_Wacho, our sincere apologies for the late response. Kindly DM your mobile number so that we m… https://t.co/sD0T6uHMUN",140,1.13E+18,6/5/2019 18:03,Twitter Web Client,0,0,1
@KadzereAbi Takupindurai Abi. Tinokumbirawo mutarise ku DM. ^TAM,64,1.13E+18,6/5/2019 17:50,Twitter Web Client,0,0,0
@NomatterMhangar We apologize for intermittent recharge challenges Nomatter. Our technical team is working on the issue. ^TAM,125,1.13E+18,6/5/2019 17:49,Twitter Web Client,0,0,0
"@Jones_Mwinjilo Hie Johnson, kindly check your DM for our response. ^SC",71,1.13E+18,6/5/2019 17:40,Twitter Web Client,0,0,1
"@tmpala71 Hi Thulani, please note you can now DM us. We have also responded via your DM. ^TAM",93,1.13E+18,6/5/2019 17:29,Twitter Web Client,0,0,0
@sensei_gu2 Makadii. Tatumira mhinduro mu DM. ^TAM,50,1.13E+18,6/5/2019 17:11,Twitter Web Client,0,0,0
"@KadzereAbi Hi, there Abi. Kindly refer to your DM for our response. ^TAM",73,1.13E+18,6/5/2019 17:00,Twitter Web Client,0,0,1
@mrjendero Makadii @mrjendero. Tingakubatsirei sei muzuva ranhasi? ^TAM,71,1.13E+18,6/5/2019 16:57,Twitter Web Client,0,0,0
"@tachie06 Hie Arnold, kindly check your DM for our response. ^SC",64,1.13E+18,6/5/2019 16:57,Twitter Web Client,0,0,1
@MotoMuzhinji We value your feedback and we are committed to delivering the best service ever. ^TAM,99,1.13E+18,6/5/2019 16:53,Twitter Web Client,0,0,1
@MotoMuzhinji Hi there @MotoMuzhinji. Thank you for getting in touch with us. Please note that EcoLedger is not an… https://t.co/UtdAR84iWq,139,1.13E+18,6/5/2019 16:50,Twitter Web Client,0,0,0
@Junnymars Our sincere apologies for the late response Junny. Kindly check your DM for our response. ^TAM,105,1.13E+18,6/5/2019 16:45,Twitter Web Client,0,0,1
"@majola_joel Hie Joel, kindly check your DM for our response. ^SC",65,1.13E+18,6/5/2019 16:44,Twitter Web Client,0,0,1
"@Matombo9 Hie Matombo, our sincere apologies for the experience. Kindly note that we have escalated the issue to th… https://t.co/otZCnK7b4F",140,1.13E+18,6/5/2019 16:33,Twitter Web Client,0,0,1
@mrjendero 😮😮,13,1.13E+18,6/5/2019 16:15,Twitter Web Client,0,0,0
@nyamadzawoJo You are welcome. You can refer to your DM for our response. ^TAM,78,1.13E+18,6/5/2019 16:09,Twitter Web Client,0,0,1
@VongieFrooty Hi @VongieFrooty. Our apologies for your experience on our network. Kindly DM your mobile number so t… https://t.co/OGajsGy9d7,140,1.13E+18,6/5/2019 15:54,Twitter Web Client,0,0,1
"@wenyuchaiye Hi there @wenyuchaiye, thank you for taking our call, we glad we managed to assist. ^TAM",101,1.13E+18,6/5/2019 15:44,Twitter Web Client,0,0,1
"@pjay0575 Hie PJay, kindly check your DM for our response. ^SC",62,1.13E+18,6/5/2019 15:44,Twitter Web Client,1,0,1
@qhawekhazijoy Our apologies for your experience on our network @qhawekhazijoy. Kindly DM your mobile number so tha… https://t.co/Lk4B3UTAGt,140,1.13E+18,6/5/2019 15:37,Twitter Web Client,0,0,1
"@ZvenyikaChindo3 Hie @ZvenyikaChindo3, kindly check your DM for our response. ^SC",81,1.13E+18,6/5/2019 15:35,Twitter Web Client,0,0,1
"@pjay0575 Hi there, kindly check your DM for our response. ^TAM",63,1.13E+18,6/5/2019 15:23,Twitter Web Client,1,0,1
"@zvobgoluckson1 Hie @zvobgoluckson1, kindly check your DM for our response. ^SC",79,1.13E+18,6/5/2019 15:04,Twitter Web Client,1,0,1
"@ashleykays7 Hi Ashley, our apologies for the experience, we have engaged our technical team to check and assist. ^TAM",118,1.13E+18,6/5/2019 15:02,Twitter Web Client,0,0,0
@paULsimbah You welcome. ^TAM,29,1.13E+18,6/5/2019 14:59,Twitter Web Client,1,0,1
"@katoma_try Hie Toxy, kindly note that your account is not barred. Please confirm if you managed to get assistance. ^SC",119,1.13E+18,6/5/2019 14:55,Twitter Web Client,0,0,1
@nigelkata Makadini Nigel? Tiziviseiwo dambudziko ramakasangana naro uyezve nezuva racho kuti tikwanise kukubatsirai zvizere. ^TBR,130,1.13E+18,6/5/2019 14:43,Twitter Web Client,0,0,0
"@MatopeNigell Hey Buddie, please note that you can now track your own usage by registering My Web Selfcare.. Please… https://t.co/TpOOVUUJps",140,1.13E+18,6/5/2019 14:42,Twitter Web Client,0,0,1
@SirMekaldo Hey @SirMekaldo. The reversal will be made at the earliest possible time. Kindly bear with us during this time. ^TBR,128,1.13E+18,6/5/2019 14:42,Twitter Web Client,0,0,1
@Kuks_dj https://t.co/U3QA5gRKsW,32,1.13E+18,6/5/2019 14:41,Twitter Web Client,1,0,0
"@tammy_chie Hello Tamara, kindly DM us your mobile number so that we can verify if Out of Bundle Browsing is activated on your number. ^VM",138,1.13E+18,6/5/2019 14:40,Twitter Web Client,0,0,1
@SMcchils Hello Musa. Kindly check your DM for our response. ^VM,64,1.13E+18,6/5/2019 14:37,Twitter Web Client,1,0,1
@Mhukahuru4 Makadini Alan? Tipeiwo reference number yamakapihwa pamakasvitsa dambudziko iri kwatiri kuti tikwanise… https://t.co/q8MV2IKPk4,139,1.13E+18,6/5/2019 14:36,Twitter Web Client,0,0,0
"@FBusvumani Hey Buddie, please check your DM for our response. ^VM",66,1.13E+18,6/5/2019 14:35,Twitter Web Client,0,0,0
"@Mhukahuru4 Hie, kindly check your DM for the response.^TAM",59,1.13E+18,6/5/2019 14:33,Twitter Web Client,0,0,1
"@phillip_sinacho You are welcome Buddie, enjoy the rest of your day. ^VM",72,1.13E+18,6/5/2019 14:32,Twitter Web Client,0,0,1
@Jt_Ballistk 😉,14,1.13E+18,6/5/2019 14:31,Twitter Web Client,0,0,0
"@pjay0575 Hie PJay, kindly let us know the amount you are trying to transfer and the name of your Bank. ^VM",107,1.13E+18,6/5/2019 14:30,Twitter Web Client,0,0,1
"@thrustwell Hey Buddie, kindly check your DM for our response. ^VM",66,1.13E+18,6/5/2019 14:29,Twitter Web Client,0,0,1
"@Mickey___88 Hie Buddie, our sincere apologies for the unpleasant experience. Kindly note that our technical team i… https://t.co/8UxEINdIOS",140,1.13E+18,6/5/2019 14:28,Twitter Web Client,0,0,1
"@forwardchigaro We appreciate the feedback Forwards, and we thank you for your continued support. ^TBR",102,1.13E+18,6/5/2019 14:25,Twitter Web Client,0,0,0
"@takumandura Hi @takumandura, kindly DM your mobile number, number bought for, date of transaction and type of bund… https://t.co/jXZv6LBJUP",140,1.13E+18,6/5/2019 14:19,Twitter Web Client,0,0,1
"@Citizen_of_Man Hi buddie, kindly check our DM. ^TAM",52,1.13E+18,6/5/2019 14:11,Twitter Web Client,0,0,1
@zimrobbie We value your feedback @zimrobbie and we are committed to delivering the best service ever. Thank you fo… https://t.co/9X39RQXdc4,140,1.13E+18,6/5/2019 14:08,Twitter Web Client,2,0,1
"@nyamadzawoJo Hie Josh, kindly check your DM for our response. ^SC",66,1.13E+18,6/5/2019 14:02,Twitter Web Client,0,0,1
"@pjay0575 Hie @pjay0575, our sincere apologies for the experience. Kindly DM your mobile number, bank account numbe… https://t.co/9f22oCyVWZ",140,1.13E+18,6/5/2019 13:57,Twitter Web Client,0,0,1
"@tudzaa Makadii @tudzaa, ayisati yadzoka. ^TAM",46,1.13E+18,6/5/2019 13:53,Twitter Web Client,2,2,0
"@RobertNdlovu @skhumoyo2000 Hie Sikhumbuzo, kindly check your DM for our response. ^SC",86,1.13E+18,6/5/2019 13:52,Twitter Web Client,0,0,1
@Nellaz2015 You welcome,23,1.13E+18,6/5/2019 13:48,Twitter Web Client,0,0,1
"@phillip_sinacho Hi @phillip_sinacho, for a failed Swipe into Ecocash transaction, you get a letter from the Mercha… https://t.co/v7WkuWe0eg",140,1.13E+18,6/5/2019 13:47,Twitter Web Client,0,0,-1
@sensei_gu2 Makadini Sensei? Handiwo mashandiro atinotarisira kuti ma bundles edu aite. Tiziviseiwo mhando yebundle… https://t.co/95HLyss7DB,140,1.13E+18,6/5/2019 13:38,Twitter Web Client,0,0,0
@OwenPangaz You welcome. ^TAM,29,1.13E+18,6/5/2019 13:32,Twitter Web Client,0,0,1
"@paULsimbah Hi there @paULsimbah, kindly note that we have forwarded the issue to our technical team under ID CSD_2… https://t.co/mBFroQwpmB",140,1.13E+18,6/5/2019 13:19,Twitter Web Client,1,0,1
"@Wenharo1 You welcome @Wenharo1, we value your continued support. ^TAM",70,1.13E+18,6/5/2019 12:59,Twitter Web Client,0,0,1
@tinenhimba @zvobgoluckson1 Kindly check your DM for our response. ^MM,70,1.13E+18,6/5/2019 12:54,Twitter Web Client,0,0,1
"@forwardchigaro Hello Forward, please note that the transaction was reversed today. ^TFM",88,1.13E+18,6/5/2019 12:46,Twitter Web Client,0,0,0
"@tawandachimuzi2 Noted, we are retrieving your token. We will advise once it is available. ^TFM",95,1.13E+18,6/5/2019 12:45,Twitter Web Client,0,0,1
"@Kris_Kuda Hey Buddie, if you have unsubscribed and the service has persisted. Please DM us your mobile number so t… https://t.co/tkvQBFsyCW",140,1.13E+18,6/5/2019 12:44,Twitter Web Client,1,0,0
"@pjay0575 Hie @pjay0575, may we have your mobile number so that we can check and advise accordingly. ^TFM",105,1.13E+18,6/5/2019 12:40,Twitter Web Client,0,0,0
@GeoffreyNjogu You are welcome. 🤝,33,1.13E+18,6/5/2019 12:39,Twitter Web Client,0,0,1
@Nellaz2015 DM has been responded to @Nellaz2015. ^MM,53,1.13E+18,6/5/2019 12:35,Twitter Web Client,0,0,0
"@fanuel_tau @skhumoyo2000 @Potraz_zw Makadini @fanuel_tau, tinokumbirawo mutarise kuDM kwenyu. ^MM",98,1.13E+18,6/5/2019 12:33,Twitter Web Client,0,0,0
"@GeoffreyNjogu The funds were reversed, you then purchased a token at 14.51. The token is 5041 0188 4118 8261 2883. ^TFM",120,1.13E+18,6/5/2019 12:18,Twitter Web Client,0,0,0
"@tg_matongo Hey Buddie, we sincerely apologise for that. Kindly provide us with your mobile number so that we can l… https://t.co/ufWrhJ6CBR",140,1.13E+18,6/5/2019 12:16,Twitter Web Client,0,0,1
"@its_tbase Hello King, kindly check your DM for our response. ^VM",65,1.13E+18,6/5/2019 12:11,Twitter Web Client,0,0,1
"@MelisaTakaende1 Hi @MelisaTakaende1, kindly DM your experience so that we can assist. ^MM",90,1.13E+18,6/5/2019 12:10,Twitter Web Client,0,0,1
"@LilNekony Hey Buddie, kindly check your DM for our response. ^VM",65,1.13E+18,6/5/2019 12:09,Twitter Web Client,0,0,1
"@churays Kindly note that if the bundle is already in use, we are not able to convert it to airtime or any other bundle. ^MM",124,1.13E+18,6/5/2019 12:08,Twitter Web Client,0,0,1
@dmudita @EcoCashZW kindly assist.,34,1.13E+18,6/5/2019 12:06,Twitter Web Client,0,0,1
"@ISOIYASA Hi @ISOIYASA, may you kindly DM your mobile number and the error response that you are getting so that we can assist. ^MM",131,1.13E+18,6/5/2019 12:06,Twitter Web Client,0,0,1
@joechaks You are welcome @joechaks. ^MM,40,1.13E+18,6/5/2019 12:01,Twitter Web Client,0,0,1
@GeoffreyNjogu Kindly note that your funds were reversed on 2 May. ^TFM,71,1.13E+18,6/5/2019 12:01,Twitter Web Client,0,0,1
@ZvenyikaChindo3 @zvobgoluckson1 We value your feedback @ZvenyikaChindo3 and we are addressing the issue. ^MM,109,1.13E+18,6/5/2019 11:59,Twitter Web Client,0,0,0
@dzimbahwe01 We are sorry about that. ^MM,41,1.13E+18,6/5/2019 11:56,Twitter Web Client,0,0,-1
@GeoffreyNjogu May we have your mobile number.,46,1.13E+18,6/5/2019 11:55,Twitter Web Client,0,0,0
@PashyMarionatte Thank you for taking our call. ^TFM,52,1.13E+18,6/5/2019 11:54,Twitter Web Client,0,0,0
"@joechaks Hie Joe, we are reversing the transaction. You will receive a notification once done. ^TFM",100,1.13E+18,6/5/2019 11:52,Twitter Web Client,0,0,0
"@Wenharo1 @DebraWakanaka Hi @Wenharo1, apologies for the experience. We are looking into the issue. ^MM",103,1.13E+18,6/5/2019 11:49,Twitter Web Client,0,0,0
"@GeoffreyNjogu Hie Geoffrey, thank you for reaching out to us. May you please direct message your mobile number, me… https://t.co/czgvEvqMus",140,1.13E+18,6/5/2019 11:46,Twitter Web Client,0,0,1
@ndongwetim 😀,13,1.13E+18,6/5/2019 11:46,Twitter Web Client,0,0,0
"@tachie06 @MzukuruG @econetzimbabwe Hi @tachie06, kindly confirm if you have tried using the following process to d… https://t.co/a3f47VMnUI",140,1.13E+18,6/5/2019 11:45,Twitter Web Client,0,0,1
@jthippo1 Please direct message your mobile number so that we can assist you. ^TFM,82,1.13E+18,6/5/2019 11:45,Twitter Web Client,0,0,1
"@MuziraTonderai Our apologies, our support team is working on the challenge. ^TFM",81,1.13E+18,6/5/2019 11:45,Twitter Web Client,0,0,0
@leemandlamash May you please direct message your mobile number and full query so that we can assist. ^TFM,106,1.13E+18,6/5/2019 11:43,Twitter Web Client,0,0,1
@vimbie_n Noted @vimbie_n.,26,1.13E+18,6/5/2019 11:39,Twitter Web Client,1,0,0
"@PashyMarionatte Hie Pashy, may we know the exact challenge you are facing now.",79,1.13E+18,6/5/2019 11:38,Twitter Web Client,0,0,1
"@EPoraner Hie @EPoraner, please let us know your location and mobile number for assistance. ^TFM",96,1.13E+18,6/5/2019 11:37,Twitter Web Client,0,0,0
@Chad_Oz Thank you for clarifying. We have refreshed your connection. May you please restart your phone and test. P… https://t.co/ygTA8p9VcM,140,1.13E+18,6/5/2019 11:36,Twitter Web Client,0,0,0
"@Mathias22599452 Sorry about that Mathias, please check your messages for our response. ^TFM",92,1.13E+18,6/5/2019 11:34,Twitter Web Client,0,0,-1
"@LilNekony Hie Perfect, we have responded. ^TFM",47,1.13E+18,6/5/2019 11:00,Twitter Web Client,0,0,1
"@elliot_kuda Hie @elliot_kuda, may we know the exact challenge that you have so that we can assist you. ^TFM",108,1.13E+18,6/5/2019 10:57,Twitter Web Client,0,0,1
@decimal_lee You are welcome. ^MM,33,1.13E+18,6/5/2019 10:54,Twitter Web Client,0,0,1
@tashinga1 May you kindly share your mobile number for assistance @tashinga1. ^MM,81,1.13E+18,6/5/2019 10:50,Twitter Web Client,0,0,1
@munyamj94 Kindly check your DM for our response. ^MM,53,1.13E+18,6/5/2019 10:48,Twitter Web Client,0,0,1
@Chad_Oz Kindly inform us of the exact challenge that you are facing so that we can assist.,91,1.13E+18,6/5/2019 10:39,Twitter Web Client,0,0,1
"@BelieveCitizen Hie @BelieveCitizen, we are sorry for the delay. We are following up and we will revert. ^TFM",109,1.13E+18,6/5/2019 10:36,Twitter Web Client,0,0,-1
"@shaddymhoka1 Sorry, it is not possible. ^TFM",45,1.13E+18,6/5/2019 10:35,Twitter Web Client,1,0,-1
"@jthippo1 Hie Justin, tokubatsirai sei? ^TFM",44,1.13E+18,6/5/2019 10:34,Twitter Web Client,0,0,0
"@MatsikaInnocent Hie Innocent, may you please direct message your mobile number and the full transaction confirmati… https://t.co/ulnW6GnJzL",140,1.13E+18,6/5/2019 10:31,Twitter Web Client,0,0,1
@ndongwetim Thank you for the details Timothy. We have noted that airtime indeed did not credit. May you kindly eng… https://t.co/zR2g6XwXcy,140,1.13E+18,6/5/2019 10:29,Twitter Web Client,0,0,1
@MuziraTonderai Hie Tonderai. may we know your bank name and the error message you are getting when you try to transact? ^TFM,125,1.13E+18,6/5/2019 10:29,Twitter Web Client,0,0,0
"@tsukwe Hie Tafadzwa, we are changing the Instagram bundle to WhatsApp bundle. You will receive a notification once… https://t.co/3IGztT9voB",140,1.13E+18,6/5/2019 10:28,Twitter Web Client,0,0,0
"@zimbabwean1980 Makadini Twister? Tine hurombo nedambudziko irori. Vanotitsigira varikugadzirisa, kana zvichinge zv… https://t.co/SFbYiUwEuE",140,1.13E+18,6/5/2019 10:25,Twitter Web Client,0,0,0
"@PrivateDaniels @Techzim Hi @PrivateDaniels, kindly share your mobile number for assistance. ^MM",96,1.13E+18,6/5/2019 10:17,Twitter Web Client,0,0,1
@wenyuchaiye Kindly try now.,28,1.13E+18,6/5/2019 10:15,Twitter Web Client,1,0,1
@CollenSigudu Our apologies once again. Thank you for your patience. ^TFM,73,1.13E+18,6/5/2019 10:14,Twitter Web Client,1,0,0
@Nellaz2015 Noted with thanks.,30,1.13E+18,6/5/2019 10:13,Twitter Web Client,0,0,1
"@tafadzwaeugene Hello Tafadzwa, kindly note that your Instagram bundle has been partially used and as such we canno… https://t.co/zxLMcV6OhF",140,1.13E+18,6/5/2019 10:11,Twitter Web Client,0,0,1
"@King_Alpha99 Hie Manlee, we are attending to your message. ^TFM",64,1.13E+18,6/5/2019 10:10,Twitter Web Client,0,0,0
"@Pimpy21817676 Hi Pimpy, kindly dial *157# and place your request by going to option 9: Manage Account and follow t… https://t.co/z3ulfysJWq",140,1.13E+18,6/5/2019 10:09,Twitter Web Client,0,0,1
"@skhumoyo2000 Hello Sikhumbuzo, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile numb… https://t.co/1JmHQREotg",140,1.13E+18,6/5/2019 10:09,Twitter Web Client,0,0,-1
@GwizaVic @econetzimbabwe @Telecel_Zim The issue is being addressed @GwizaVic. We apologise for the experience. ^MM,115,1.13E+18,6/5/2019 10:08,Twitter Web Client,0,0,0
"@TinaDonzwa Hie Tina, thank you for getting in touch. Please note that we are working on refunding you. You will re… https://t.co/mM5k6zEQGG",140,1.13E+18,6/5/2019 10:07,Twitter Web Client,0,0,0
@OmuhleChichie You are welcome. ^VM,35,1.13E+18,6/5/2019 10:05,Twitter Web Client,1,0,1
@cactus_jase We have responded @cactus_jase. ^TFM,49,1.13E+18,6/5/2019 10:00,Twitter Web Client,0,0,0
"@MushureTaurai Hi Taurai, may you kindly DM your mobile number for assistance. ^MM",82,1.13E+18,6/5/2019 09:54,Twitter Web Client,0,0,1
"@elder_tsuro Hello Tsuro, noted. ^TFM",37,1.13E+18,6/5/2019 09:54,Twitter Web Client,0,0,0
@malodza_zw We are working on it Melody. ^TFM,45,1.13E+18,6/5/2019 09:54,Twitter Web Client,0,0,0
@nmudzingwaJXN We are sorry to hear about that. May you please direct message your mobile number and email address… https://t.co/ovixlLvG05,139,1.13E+18,6/5/2019 09:53,Twitter Web Client,0,0,-1
"@bryain_elijah Hi @bryain_elijah, we are looking into the issue and a reversal should be done as soon as possible. ^MM",118,1.13E+18,6/5/2019 09:52,Twitter Web Client,0,0,0
