,Tweets
2505,"@burna_boi_jnr Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, number bought for,… https://t.co/4IVLulqKnj"
2506,@justice_ndiripo Hey Justice. Please note we had data challenges on our network which have since been resolved by o… https://t.co/f5LLTlqETM
2507,@TsvarisaiThemba Hey Themba! Your DM will be attended to shortly. ^TBR
2508,"@LILMARSSHEX Hi @LILMARSSHEX, may you kindly DM your mobile number, location, bundle value, and device name so we can check and assist. ^TAM"
2509,@PMutapudzi Makadini Masiziva? Tatumira mhinduro ku DM kwenyu. ^TBR
2510,"@matengapassmore Hi there @matengapassmore, kindly visit https://t.co/wBoANmHzW5 for all the information pertaining to agent lines. ^TAM"
2511,"@Leomash9 Hi @Leomash9, kindly check your DM so that we can assist. ^MM"
2512,@fenar25 May you please let us know if you are facing challenges with any of our services so we can assist you. ^TBR
2513,"@Alwyntalz Hi Alwyn. May you please DM us your mobile number, the date on which you purchased the bundles, and the… https://t.co/8cGASwnvPP"
2514,"@Property_Of_Jun Hi @Property_Of_Jun. Kindly DM the serial number, batch number and 5 consecutive numbers that are… https://t.co/8Y9vAOVtTi"
2515,"@Adamsito00 Hey Adamsky. May you please DM us your mobile number, the date on which you purchased the bundles, and… https://t.co/ShI24FYdvR"
2516,@Grace68182072 Kindly check your DM @Grace68182072. ^MM
2517,"@admirendlovu9 Hi there Admire, kindly check your DM for our response. ^TAM"
2518,"@Ossahroy @MikkaJay @Bibaz23 @4our_Zw Makadini @Ossahroy, tinokumbirawo mutarise kuDM kwenyu. ^MM"
2519,"@Prudy89mufc Hey Itai. May you please DM us your mobile number, the date on which you purchased the bundles, and th… https://t.co/CcWEYGz12b"
2520,"@Grace68182072 Hi Grace, kindly DM your mobile number for assistance. ^MM"
2521,@Prudy89mufc Hey Itai. Please note we had data challenges on our network which have since been resolved by our netw… https://t.co/knARuxNDMA
2522,@chucks123Z Hi Charles! Your DM will be responded to shortly. ^TBR
2523,@mfacewezvese Kindly DM your mobile number @mfacewezvese so that we may assist. ^WS
2524,@Adamsito00 Hey Adamsky. ^TBR
2525,@DezMunetsi Makadini Dez? Tiziviseiwo kana mave kukwaznisa kutambira runhare rwedu kuti tikwanise kukubatsirai ne pin yenyu. ^TBR
2526,"@Nelson_Somo Visit https://t.co/RpBosZVAlN @Nelson_Somo and sign up for free. Take note, you can browse the site fo… https://t.co/icJrSb7SM1"
2527,@donky81 Share with us via DM your mobile number @donky81 so that we may further assist. ^WS
2528,"@JusticeMutimuk1 Hi @JusticeMutimuk1, we are sorry for the experience. May you kindly DM your mobile number, date o… https://t.co/74wr95QIoK"
2529,@ManMarsy Thank you Buddie for the feedback! ^WS
2530,"@rosey_tanny @Anesu92989994 @econetzimbabwe Hi @rosey_tanny, apologies for the challenge. Our technical team is wor… https://t.co/77UV5jNxXG"
2531,"@_Dingz Hey @_Dingz, thank you for contacting us. Kindly DM your mobile number and further transaction details so that we may assist. ^WS"
2532,"@mupeiravinos Hey Mupei, we are glad you like the new packages😀. ^TBR"
2533,@mfacewezvese Tinotenda  zvikuru @mfacewezvese! ^WS
2534,"@PMutapudzi Hi @PMutapudzi, kindly check your DM for our response. ^MM"
2535,"@ntandok37312368 We appreciate the feedback Ntandokazi, and we thank you for your continued support. ^TBR"
2536,"@Pride_zw Makadini @Pride_zw, bundle idzva rinozotanga kushanda mushe mekunge rimwe racho raexpire kana kuti rapera. Tatenda. ^MM"
2537,@JaysonTsikayil Hi @JaysonTsikayil!  You can personally audit your bundle balances and usage records with our self… https://t.co/GqQtV1Puc6
2538,@AustinSimbo You definitely can Austin😉. ^TBR
2539,"@RMahiha Ndizvozvo Rungano, tinokutendai ne feedback yenyu. ^TBR"
2540,"@lucky_boyce @EcoCashZW Hi @lucky_boyce, tinokumbirawo mutitumirewo nhamba dzenahre yenyu, zuva ramakatenga nekuti… https://t.co/TZtPz1pY7Y"
2541,@Wellymari Hi @Wellymari!  You can personally audit your bundle balances and usage records with our self care platf… https://t.co/de6tIHg6ld
2542,"@shammahmuguwe Hey Don, kindly DM your mobile number so that we may assist. ^WS"
2543,@jhane325 Hey there. It sounds like you encountered a known issue that our support team is currently working on. On… https://t.co/fLugWumbzI
2544,@talent_carter Check your DM for the response. ^WS
2545,"@Ndobva_Tadii Hi there @Ndobva_Tadii, tichashanda tese zvekuti. Welcome to the home of the inspired. ^TAM"
2546,@EcoCashZW @shepherdcomfort @7 Hey @shepherdcomfort! Share via DM your mobile number and date of the transaction so that we may assist. ^WS
2547,"@DawuCybs03 Hi @DawuCybs03, may you kindly DM your mobile number so that we can assist. ^MM"
2548,@majarini_ Hi @majarini_! You can personally audit your bundle balances and usage records with our self care platfo… https://t.co/MnvjMUKsqT
2549,"@jhane325 @TrustMhuka @NetOneCellular @Telecel_Zim Hi @jhane325, may you kindly share your mobile number for assistance. ^MM"
2550,@Wellymari Makadini Hon! Check your DM for the response. ^WS
2551,@KudaZvinhu Hey there! How may we assist you today? ^TBR
2552,"@_Dingz Hi Tawie, kindly check your DM for our response. ^MM"
2553,"@mudzvovan Hey Nomore, we noticed your tweet. Tell us more details about the issue you're experiencing so we can assist you further. ^TBR"
2554,@lizzynyanya1 Makadini Nyasha? Tiziviseiwo dambudziko ramuri kusangana naro kuti tikwanise kukubatsirai zvizere. ^TBR
2555,@cusimbs Hi there! We have opened our DM for you. ^TBR
2556,"@mauriceSOG1 Hey @mauriceSOG1! We are working on resolving the issue. At the moment, try to restart your device and… https://t.co/QPcIrL1r0W"
2557,@tindo82 We value and appreciate your feedback Tendai! ^WS
2558,@JoyieMushy Refer to your DM for a recent chat! ^WS
2559,"@bchagus Hey Bruce! DM your mobile number, amount and date so that we may further check and assist. ^WS"
2560,"@molyff22 Hi @molyff22. May you please DM us your mobile number, the amount you are missing, and the date on which… https://t.co/HxMEsgyEZf"
2561,@ChihururuD Hey Desire! Share with us your mobile number so that we may further assist. ^WS
2562,"@GrahamGoosen Hey @GrahamGoosen, thank you for getting in touch with us. May you please DM us your mobile number so… https://t.co/AtW7a7FyqY"
2563,@TsungaEleanor Check your DM for the response. ^WS
2564,@vanonzi_mhofu Makadini Dean? Titumireiwo number dzenyu ku DM nemusi wamakatenga ma bundles enyu kuti tikwanise kuw… https://t.co/eyZZQEBwmM
2565,@mimmie_mjuru @PkayDominic Hey Buddie! Kindly DM further details of your inquiry so that we may assist. ^WS
2566,@paul39202119 Svikai ne line renyu Paul pa chitoro che Econet mubatsirikane zvakanaka. Line renyu rinoda ku gadziri… https://t.co/HBC1nf0hXX
2567,@PkayDominic @mimmie_mjuru! Thank you for contacting us. How may we assist you? ^WS
2568,"@Admore4 Hi @Admore4, may you kindly share your mobile number and explain the exact challenge that you are facing so that we can assist. ^MM"
2569,@tapiwachiga Hey @tapiwachiga! Kindly DM your mobile number so that we may assist. ^WS
2570,@cusimbs Hey @cusimbs! Kindly DM your mobile number so that we may assist. ^WS
2571,@KudaZvinhu Makadini @KudaZvinhu? Tasiya mhinduro pa tweet yenyu yokutanga. ^TBR
2572,"@eliastmaida1 Hey @eliastmaida1, may you please let us know your location and handset type so we can assist you further. ^TBR"
2573,"@rahabasparks Hi there! Yes, the issue has been resolved, you can go ahead and purchase your airtime. ^TBR"
2574,@elohwine Hi  @elohwine. Your DM will be responded to shortly. ^TBR
2575,@Jermaine_Claine Hey @Jermaine_Claine! Kindly visit an Econet shop with your national ID for further assistance. ^WS
2576,"@Wellymari Hi @Wellymari!  We are working on resolving the issue.Y However, you can personally audit your bundle ba… https://t.co/A9hfwgOtbQ"
2577,"@DezMunetsi Hi @DezMunetsi, may you kindly DM your mobile number for assistance. ^MM"
2578,@Moyomurefu1 Hi there! May you please let us know if you are facing challenges with any of our services so we can assist you. ^TBR
2579,"@KudaZvinhu Hey El Drippo, our apologies for that. Your DM will be attended to shortly. ^TBR"
2580,"@VincentGonyora Hey Vincent. May you please DM us your mobile number, bank account number, the date of transaction… https://t.co/4o4cJDSUcn"
2581,@talent_carter Kindly check your DM @talent_carter. ^MM
2582,@Mel_a_Lexis Thank you.
2583,@Priv_N_Sibanda Check your DM for a recent chat!
2584,"@veggiecroc Hi there @veggiecroc, kindly check your DM for our response. ^TAM"
2585,@KudaZvinhu Makadini @KudaZvinhu! Tizivisei dambudziko renyu tikubatsirei zvakanakisa. ^WS
2586,@paul39202119 Svikai pachitoro che Econet Paul mugadzirisa line renyu. Endai ne chitupa chenyu kuti munge muchibatsirwa zvakanaka. ^WS
2587,@PMutapudzi Hey @PMutapudzi! Share with us your mobile number so that we may assist. ^WS
2588,"@Kflows2 Hi @Kflows2, kindly visit an Econet shop and get an ecocash statement which has the numbers. ^TAM"
2589,@fenar25 Hello Freddy!
2590,@miriam_chifamba Hey Miriam! Share with us via DM the transaction details so that we may assist. ^WS
2591,@RMahiha 😊
2592,"@talent_carter Hey @talent_carter, apologies for the experience. Kindly DM your mobile number, meter number, amount… https://t.co/CrK63WNdDa"
2593,"@Ndobva_Tadii Makadii @Ndobva_Tadii. There are 4 ways in which you can register for B.Beatz:
1. Send the word REG v… https://t.co/P1m9gG7ZMB"
2594,"@ChipoShariwa Hi there, sorry for your experience on our network. Kindly send “NETWORK”  to 111 and then DM the req… https://t.co/5HlIDxVktC"
2595,@PMutapudzi Kindly check your DM for our response Masiziva. ^MM
2596,@donald_kundai Makadini Donald? Tiziviseiwo dambudziko ramuri kusangana naro kuti tikwanise kuwongorora nekukubatsirai. ^TBR
2597,@uQwa Hi @uQwa. Sorry for your experience on our network. Kindly send “NETWORK”  to 111 and then DM the requested d… https://t.co/T7IRnWlTCh
2598,"@ArchfordKhumal1 Hi @ArchfordKhumal1, kindly DM us your mobile number, method of purchase and date for assistance. ^TAM"
2599,"@Pascal5550 Hi Pascal, our apologies for the experience. Kindly check your DM for the response. ^TAM"
2600,"@dougzw70 @mthemb0 @pedzisaijr @EcoCashZW Hi @dougzw70, may you kindly DM your mobile number and the dates of the t… https://t.co/zh4gKBjPqk"
2601,"@caidentadisa Makadini @caidentadisa, apologies for the delay. Kindly check your DM. ^MM"
2602,"@RutendosheilaD @tinashesvova9g1 Hi @RutendosheilaD, we apologise for the experience. The issue is being addressed."
2603,@SineadDeSousa1 Kindly check your DM @SineadDeSousa1. ^MM
2604,"@KawerLeroy @econetzimbabwe @EcoCashZW @EcoSureZW @strivemasiyiwa2 Hi @KawerLeroy, apologies for the challenge. Kin… https://t.co/YS2hvZwu40"
2605,"@talent_carter Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and m… https://t.co/QUAk9X2H0x"
2606,"@KudaZvinhu Hi Buddie. May you kindly provide your mobile number, amount, date and recipient details so that we can… https://t.co/DkHjHx9nNN"
2607,"@anesu_dikaz Hi Buddie, we apologize for the experience. May you kindly DM your mobile number and device name so we… https://t.co/7BRfBjch54"
2608,"@Dubethom Hi Buddie, kindly note Data bundles are usage based and the MBs can be exhausted according to how they ha… https://t.co/WXIc0c33MC"
2609,"@Z0Z0_MD Hi Buddie, may you kindly check your DM for the response. ^EC"
2610,"@stevechims @vickela21 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, location,… https://t.co/CSLDvkgDxA"
2611,"@BukutaKudzie Hi Kay, we apologize for the experience. May you kindly DM your mobile number, location, and device n… https://t.co/ojEjmxq8m2"
2612,@masanga_rich Hi Buddie. Kindly note we have deactivated the service on your behalf. You will receive a SMS notification on your device. ^EC
2613,"@PMutapudzi Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, bundle v… https://t.co/snClsjQojE"
2614,"@lizzynyanya1 Hi Nyasha, how may we help you? ^EC"
2615,"@zhuwausam Hi Buddie, kindly note that we have engaged our Support team and ZESA for further assistance. Once the i… https://t.co/qFto84wuCd"
2616,"@teekayflamez Hi Buddie, thank you for highlighting the query. We are currently attending to it now. ^EC"
2617,"@nelimlambo Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we… https://t.co/je3Fyo71NB"
2618,"@nelimlambo Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we… https://t.co/QVcTTlU8uE"
2619,"@KKmbewe Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2620,"@KKmbewe Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2621,"@Sparkswhiteoff1 Hi Buddie, we apologize for the experience. Kindly bear with us as we look into the failed transac… https://t.co/66ge4qRXi4"
2622,"@Sparkswhiteoff1 Hi Buddie, we apologize for the experience. Kindly bear with us as we look into the failed transac… https://t.co/LKW3Bfrpi1"
2623,"@donald_kundai Hi Buddie, may you kindly check your DM for the response. ^EC"
2624,"@SMOLLY31892621 @EcoCashZW, may you kindly assist. ^EC"
2625,"@BhadhaEnerst Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/ShKQoee3u1"
2626,"@mama_danai Hi Buddie, may you kindly check your DM for the response. ^EC"
2627,"@LilArtsBanger Hi Buddie, may you kindly check your DM for the response. ^EC"
2628,"@Flora4reeal Hi Buddie, we apologize for the experience. May you kindly DM your mobile number and experience so we can check and assist. ^EC"
2629,"@nhlallo Hi Buddie, may you kindly check your DM for the response. ^EC"
2630,"@ernest99162587 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, bund… https://t.co/F3iLsnAfvL"
2631,"@MikeNenharira2 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, bund… https://t.co/D13uP96Djd"
2632,"@unclebasket Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challeng… https://t.co/dwOo2mOldw"
2633,"@swacx13 Hi Buddie, may you kindly check your DM for the response. ^EC"
2634,"@swacx13 Hi Buddie, may you kindly check your DM for the response. ^EC"
2635,"@swacx13 Hi Buddie, may you kindly check your DM for the response. ^EC"
2636,"@officialmabhena Hi Buddie, may you kindly check your DM for the response. ^EC"
2637,"@MoyoMbongeni Hi Buddie, how may we help you? ^EC"
2638,"@Charlie_Mzizi Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challe… https://t.co/b7rGbgwgfU"
2639,"@Teeros Hi Buddie, kindly visit:  https://t.co/RpBosZVAlN and login to track your bundle usage. You can also refer… https://t.co/f2vjBTJoG2"
2640,"@SineadDeSousa1 Hi Buddie, we apologize for the experience. Kindly note that our service platforms get congested at… https://t.co/mk8VIHhQqU"
2641,"@MrMajor_ Hi Craig, how may we help you? ^EC"
2642,"@Lemmy004 Hi Buddie, our sincere apologies for the experience. May you DM your mobile number, device name, location… https://t.co/NGpfZTjTOx"
2643,"@ChigumisirwaPr2 Hi Buddie, how may we help you? ^EC"
2644,"@TinasheLuwisi Hi Buddie, kindly note both WhatsApp bundle purchases were successful and the bundles were allocated… https://t.co/imXEYv01oW"
2645,"@nashescottie Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challen… https://t.co/4P9V3ms6AQ"
2646,"@michaeltanaka02 Hi Buddie, our 111 platforms get congested at times and we apologize for the experience you had tr… https://t.co/5IST7Ik3jh"
2647,"@Mushambadzit2 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and m… https://t.co/22KpW0AETQ"
2648,"@rcmlimited Hi Buddie, thank you for getting in touch. We do value the feedback you provided and we have taken note… https://t.co/Z21waRpvFR"
2649,@chachakudzie @tnavdeep @KezitoM @melmudiwa @FungaiMandiveyi Oops 🙈🙈. Try to send to DM now. ^EC
2650,@EcoCashZW On it. Thank you. ^EC
2651,"@nigelkata Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2652,"@Lawtatgud Hi Buddie, kindly note Data bundles are usage based and the MBs can be exhausted according to how they h… https://t.co/vu4YqNdPIL"
2653,"@MutapaKuda Hi Buddie, we apologize for the experience. May you kindly DM your mobile number and the service you wa… https://t.co/CzwsntT3UG"
2654,"@Im_Nicoll Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challenge.… https://t.co/vC6Fc8P74j"
2655,"@tino_maweni Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challeng… https://t.co/X931QaT3FR"
2656,"@Mmq_Serves_T Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/4KoQ17Nfz3"
2657,"@HebetChakurere1 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and… https://t.co/hDNjNsrGmf"
2658,"@ChloeRutendo Hi Chloe, we apologize of the late response 🥺🥺. Kindly verify if you your query has been resolved."
2659,"@ChloeRutendo Hi Buddie, our 111 platforms get congested at times and we apologize for the experience you had tryin… https://t.co/XBncb6Th9I"
2660,"@KiethPanashe Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challen… https://t.co/EWkrbIBQn5"
2661,"@AcHelmut Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2662,"@AcHelmut Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2663,"@Craboski Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, location a… https://t.co/8J1HRzbiAl"
2664,"@melissakarig Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/gQHqTGlULa"
2665,"@Ropa_Muzari Hi Buddie, our 111 platforms get congested at times and we apologize for the experience you had trying… https://t.co/oFCMXFyzb9"
2666,"@guguthabo Hi Siza, how may we help you? ^EC"
2667,@ano_matema Hi Buddie. Our sincere apologies for the experience. Take note we had intermittent challenges on our sy… https://t.co/0k2ri9OfZi
2668,"@dennythatguy Hi Buddie, may you kindly check your DM for the response. ^EC"
2669,"@PraisemorePhiri Hi Praisemore, we apologize for the experience. May you kindly DM your mobile number, bundle value… https://t.co/M49LFQ9PqA"
2670,@BabaAdi5 Hi Buddie. Our sincere apologies for the experience. Take note we had intermittent challenges on our syst… https://t.co/nZfmZo4l8a
2671,@EcoCashZW Okay on it. ^EC
2672,"@wisdomtafadzwa Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount s… https://t.co/5Uiqutzt5X"
2673,@Destiny_acm Hi Buddie. Kindly bear with us as we verify the transaction with your bank account manager. If the amo… https://t.co/NIkqQRpZdi
2674,"@tadskumi Hi Buddie, may you kindly check your DM for the response. ^EC"
2675,"@tapsysmith Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we… https://t.co/X7Y7ZvKlkY"
2676,"@Craiggy305 Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challenge… https://t.co/dxTmRu5Mhb"
2677,"@brucebbanda Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/MvTVaW4Sdj"
2678,"@swacx13 Hi Buddie, we apologize for the late response. Kindly check your DM for the response. ^EC"
2679,"@brucebbanda Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/Rt9NfnUU4h"
2680,"@AbsolomHandur10 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount… https://t.co/sq7rbADzCH"
2681,"@donald_kundai Hi Buddie, may you kindly check your DM for the response. ^EC"
2682,"@chiedzaticha Hi Buddie. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2683,"@IreneC79514122 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount s… https://t.co/byLd5EYA7Q"
2684,"@KudaZvinhu Hi Buddie. May you kindly DM the details below so we can check and assist:
•Your mobile number
•Amount… https://t.co/gAxrzLFAdE"
2685,"@Temby_tings Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/95zxzEXwHQ"
2686,"@richardfani263 Hi Richard, kindly check your DM for the response. ^EC"
2687,"@StormRoyalty Hi Ropah, how may we help you? ^EC"
2688,"@TakuPiks Hi Buddie, may you kindly check your DM for the response. ^EC"
2689,@tellmoremarike1 Hi Tellmore. We apologize for the late response. May you kindly check your DM for the response. ^EC
2690,"@Tafadzwa0309 Hi Buddie, kindly check your earlier tweet for response. ^EC"
2691,"@mwelldonie Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challenge… https://t.co/H0TnK4XYKl"
2692,"@mwelldonie Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challenge… https://t.co/7gA4rrtnjP"
2693,"@rahabasparks Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/ru65wVGK0J"
2694,"@_Dingz Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2695,"@_Dingz Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2696,"@NatyJekwa Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2697,"@MapongaIvy Hi Aunty Ivy, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/1ZlJatWnOT"
2698,"@Ochaibvao Hi Buddie, may you kindly check your DM for the response. ^EC"
2699,"@MikeNenharira2 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, loca… https://t.co/gmdpGHLdIq"
2700,"@Tadieze Hi Buddie, may you kindly check your DM for the response. ^EC"
2701,"@Ombyn87 Makadini Previlage, tinohurombo nekunonoka kukupindurai. Tingakubatsirai sei muzuva ranhasi? ^EC"
2702,"@nhlallo @TerryHove1 Hi @nhlallo, we apologize for the late response. May you kindly DM your mobile number, date an… https://t.co/cgEWSAIwVa"
2703,"@nhlallo Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2704,"@Prudy89mufc Hi Buddie, how may we help you? ^EC"
2705,"@DaddyFarai Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we… https://t.co/8RMxUhJ5Vd"
2706,"@hlanaic Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2707,"@IbraheemBrian87 Hi Buddie, our support team is working tirelessly to finish the upgrade and restore YoMix services… https://t.co/dSX3wHRLGO"
2708,"@shammahmuguwe Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/umVMIcT1tx"
2709,"@MatizaKuda Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we… https://t.co/cZHAPsg7MU"
2710,"@MM_Zim Hi Buddie, how may we help you. ^EC"
2711,"@TFuramera Hi Buddie, we apologize for the experience. Kindly open the Buddie Beatz App:
•Click the menu tab
•Selec… https://t.co/z10eB3SegY"
2712,"@muguduby Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challenge.… https://t.co/TbA6ZM2uEy"
2713,"@Lemmy004 Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challenge.… https://t.co/VChrx8qiWH"
2714,"@TMutavusi Hi Buddie, we apologize for the experience. Kindly note that the amount $3.00 has reversed back to your… https://t.co/w2przcKmoi"
2715,"@TMutavusi Hi Buddie, we apologize for the experience. Kindly note that the amount $3.00 has reversed back to your… https://t.co/ysuQBsBYPW"
2716,"@SimeonD02 Hi Buddie, kindly note you can download the Pinterest App from your Google play store or Apple App store. ^EC"
2717,"@rezamacmillan Hi Buddie, kindly note that the bundle of Joy is temporarily unavailable for purchase at the moment.… https://t.co/t91sjvVYUc"
2718,"@KayHuragu Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name and locati… https://t.co/K4jMfrhbp7"
2719,"@Tapsmal Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and meter n… https://t.co/P3WUgONvkr"
2720,"@ObertChipsy @econetzimbabwe @NetOneCellular Hi Mr.O, kindly note that the WhatsApp weekly bundle has 90Mbs + 45Mbs… https://t.co/dhv6qsoRen"
2721,"@QuinnEmmanuels Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, device name, loca… https://t.co/98zYgTCvTk"
2722,@Lorumbiek Makadini Lorreta. Tarisai DM yenyu muone mhinduro nerubatsiro. ^EC
2723,"@keviev Hi Kelvin, tine hurombo nekunonoka kukubatsirai. Tarisai DM yenyu muone mhniduro nerubatsiro. ^EC"
2724,"@KelvinCarol7 Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challen… https://t.co/sPTM7mIqgO"
2725,"@Farai22066768 Hi Buddie. Kindly dial: *140#
•Select option 5 – Missed call &amp; Voicemail
•Select Option 4 - Deactivate Voicemail Service. ^EC"
2726,"@donky81 Hi Buddie, may you kindly check your DM for the response. ^EC"
2727,"@simplysimbs Hi Buddie, we apologize for the experience. Kindly note that we are working to rectify the challenge.… https://t.co/wvwFgXdVY2"
2728,"@Mitchellemimie Hi Mitchelle, may you kindly DM your mobile number and full name so we can check and assist. ^EC"
2729,"@Mitchellemimie Hi Mitchelle, may you kindly DM your mobile number and full name so we can check and assist. ^EC"
2730,"@tzvarevashe Hi Tawanda, how may we help you? ^EC"
2731,"@t_d_ephraim Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challeng… https://t.co/v7PTyd8yWn"
2732,"@MissChigere Hi Buddie, we apologize for the experience. Kindly note that we are working on rectifying the challeng… https://t.co/1lrGgN8efo"
2733,"@TashingaMahwite Hi Tashinga, how may we help you? ^EC"
2734,"@frustan_ Hi @frustan_, we apologize for the experience you have received. Kindly note that we are doing a follow-u… https://t.co/m8v7eHRgGh"
2735,@Ndini_T Hi Buddie. Kindly note that we are not able to block numbers from calling or texting you. We recommend you… https://t.co/3vUf7A5tfz
2736,"@Temby_tings Linjani Buddie, siyaxolisa ngendlela ophatheke ngayo. Sicela usithumele inombolo zakho zefoni, umhlobo… https://t.co/KTpYaSYubX"
2737,"@yvonne_mas Hi Buddie, may you kindly check your DM for the response. ^EC"
2738,"@Maxwell16036661 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, full name and an… https://t.co/i6P4VkATDz"
2739,"@tafie18 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2740,"@rayaztee1 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2741,"@Sire_Bernard Hi Buddie, we are sorry you feel this way. May you kindly check your DM for further assistance. ^EC"
2742,"@lizzynyanya1 Hi Buddie, kindly check your earlier tweet for response. ^EC"
2743,"@CAD_specialist Hi Buddie, may you kindly check your DM for the response. ^EC"
2744,"@MlokoteLiona Hi Buddie, we apologize for the experience. Kindly DM the following details so we can check and assis… https://t.co/6kE5j4215b"
2745,"@lizzynyanya1 Hi Buddie, kindly check your earlier tweet for response. ^EC"
2746,@EcoCashZW On it. ^EC
2747,"@thabani_mus @EcoCashZW Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and… https://t.co/RmAOM1UJIm"
2748,"@BabaAdi5 Hi Buddie, kindly check your earlier tweet for response. ^EC"
2749,"@MrMajor_ Hi Buddie, may you kindly check your DM for the response. ^EC"
2750,"@paradzai_mess Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and m… https://t.co/RbSAUUwjrL"
2751,"@Ombyn87 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so we can check and assist. ^EC"
2752,"@nmuzarabani Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so w… https://t.co/prSLq10y5B"
2753,"@queenbla Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, amount, date and meter… https://t.co/5gJFjY3MNj"
2754,"@Russell59968191 @econetzimbabwe Hi Buddie, kindly note that the line is active. Can they try now and advise. Also… https://t.co/89PEqNeWil"
2755,"@nickdVonte Hi Buddie, we apologize for the late response. May you kindly check your DM for the response. ^EC"
2756,"@itaiblessing1 Hi Buddie, we apologize for the experience. May you kindly DM your mobile number, date and amount so… https://t.co/Thv3nf4EQk"
